locus_tag	ftype	length_bp	gene	EC_number	COG	product
NGPMFCKN_04138	CDS	879	bssD	1.97.1.-		Benzylsuccinate synthase activating enzyme
NGPMFCKN_04139	CDS	342	frwD	2.7.1.202	COG1445	PTS system fructose-like EIIB component 3
NGPMFCKN_04140	CDS	852	btr		COG0614	HTH-type transcriptional activator Btr
NGPMFCKN_04141	CDS	1734	eptC	2.7.-.-	COG2194	Phosphoethanolamine transferase EptC
NGPMFCKN_04142	CDS	2652	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
NGPMFCKN_04143	CDS	1152	argE_2	3.5.1.16	COG0624	Acetylornithine deacetylase
NGPMFCKN_04144	CDS	1005	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
NGPMFCKN_04145	CDS	777	argB	2.7.2.8	COG0548	Acetylglutamate kinase
NGPMFCKN_04146	CDS	1374	argH	4.3.2.1	COG0165	Argininosuccinate lyase
NGPMFCKN_04147	CDS	918	oxyR_2			Hydrogen peroxide-inducible genes activator
NGPMFCKN_04148	CDS	1401	sthA	1.6.1.1	COG1249	Soluble pyridine nucleotide transhydrogenase
NGPMFCKN_04149	CDS	705	fabR		COG1309	HTH-type transcriptional repressor FabR
NGPMFCKN_04150	CDS	360	yijD			Inner membrane protein YijD
NGPMFCKN_04151	CDS	1101	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
NGPMFCKN_04152	CDS	1845	btuB		COG4206	Vitamin B12 transporter BtuB
NGPMFCKN_04153	CDS	858	murI	5.1.1.3	COG0796	Glutamate racemase
NGPMFCKN_04154	rRNA	1538				16S ribosomal RNA
NGPMFCKN_04155	tRNA	76				tRNA-Glu(ttc)
NGPMFCKN_04156	rRNA	2902				23S ribosomal RNA
NGPMFCKN_04157	rRNA	111				5S ribosomal RNA
NGPMFCKN_04158	CDS	1029	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
NGPMFCKN_04159	CDS	966	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
NGPMFCKN_04160	CDS	927	coaA_2	2.7.1.33	COG1072	Pantothenate kinase
NGPMFCKN_04161	tRNA	76				tRNA-Thr(tgt)
NGPMFCKN_04162	tRNA	85				tRNA-Tyr(gta)
NGPMFCKN_04163	tRNA	75				tRNA-Gly(tcc)
NGPMFCKN_04164	tRNA	76				tRNA-Thr(ggt)
NGPMFCKN_04165	CDS	1185	tufB		COG0050	Elongation factor Tu 2
NGPMFCKN_04166	CDS	384	secE		COG0690	Protein translocase subunit SecE
NGPMFCKN_04167	CDS	546	nusG		COG0250	Transcription termination/antitermination protein NusG
NGPMFCKN_04168	CDS	429	rplK		COG0080	50S ribosomal protein L11
NGPMFCKN_04169	CDS	705	rplA		COG0081	50S ribosomal protein L1
NGPMFCKN_04170	CDS	498	rplJ		COG0244	50S ribosomal protein L10
NGPMFCKN_04171	CDS	366	rplL		COG0222	50S ribosomal protein L7/L12
NGPMFCKN_04172	CDS	4029	rpoB	2.7.7.6		DNA-directed RNA polymerase subunit beta
NGPMFCKN_04173	CDS	4224	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
NGPMFCKN_04174	CDS	540	htrC			Heat shock protein C
NGPMFCKN_04175	CDS	1134	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
NGPMFCKN_04176	CDS	771	thiG	2.8.1.10	COG2022	Thiazole synthase
NGPMFCKN_04177	CDS	201	thiS		COG2104	Sulfur carrier protein ThiS
NGPMFCKN_04178	CDS	756	thiF	2.7.7.73	COG0476	Sulfur carrier protein ThiS adenylyltransferase
NGPMFCKN_04179	CDS	636	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
NGPMFCKN_04180	CDS	1896	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
NGPMFCKN_04181	CDS	477	rsd		COG3160	Regulator of sigma D
NGPMFCKN_04182	CDS	774	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
NGPMFCKN_04183	CDS	1065	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
NGPMFCKN_04184	CDS	672	nfi	3.1.21.7	COG1515	Endonuclease V
NGPMFCKN_04185	CDS	591			COG3068	putative protein
NGPMFCKN_04186	CDS	273	hupA		COG0776	DNA-binding protein HU-alpha
NGPMFCKN_04187	CDS	636				hypothetical protein
NGPMFCKN_04188	CDS	420	zraP		COG3678	Zinc resistance-associated protein
NGPMFCKN_04189	CDS	1377	zraS	2.7.13.3		Sensor protein ZraS
NGPMFCKN_04190	CDS	1326	zraR		COG2204	Transcriptional regulatory protein ZraR
NGPMFCKN_04191	CDS	1290	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
NGPMFCKN_04192	CDS	1590	purH		COG0138	Bifunctional purine biosynthesis protein PurH
NGPMFCKN_04193	rRNA	1538				16S ribosomal RNA
NGPMFCKN_04194	tRNA	76				tRNA-Glu(ttc)
NGPMFCKN_04195	rRNA	2902				23S ribosomal RNA
NGPMFCKN_04196	rRNA	111				5S ribosomal RNA
NGPMFCKN_04197	CDS	444	yjaB_2	2.3.1.-	COG0454	putative N-acetyltransferase YjaB
NGPMFCKN_04198	CDS	930	metAS	2.3.1.46	COG1897	Homoserine O-succinyltransferase
NGPMFCKN_04199	CDS	1602	aceB	2.3.3.9	COG2225	Malate synthase A
NGPMFCKN_04200	CDS	1305	aceA	4.1.3.1	COG2224	Isocitrate lyase
NGPMFCKN_04201	CDS	1737	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
NGPMFCKN_04202	CDS	2187				hypothetical protein
NGPMFCKN_04203	CDS	825	iclR		COG1414	Transcriptional repressor IclR
NGPMFCKN_04204	CDS	3684	metH	2.1.1.13	COG0646	Methionine synthase
NGPMFCKN_04205	CDS	1632				hypothetical protein
NGPMFCKN_04206	CDS	690	pepE	3.4.13.21	COG3340	Peptidase E
NGPMFCKN_04207	CDS	1230	yggP_2	1.1.1.17	COG1063	Mannitol-1-phosphate 5-dehydrogenase
NGPMFCKN_04208	CDS	825	sorM		COG3716	PTS system sorbose-specific EIID component
NGPMFCKN_04209	CDS	798	sorA		COG3715	PTS system sorbose-specific EIIC component
NGPMFCKN_04210	CDS	495	sorB_2	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
NGPMFCKN_04211	CDS	408	sorF		COG2893	PTS system sorbose-specific EIIA component
NGPMFCKN_04212	CDS	807	bacC	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
NGPMFCKN_04213	CDS	948	sorC		COG2390	Sorbitol operon regulator
NGPMFCKN_04214	CDS	873	rluF	5.4.99.21	COG1187	23S rRNA pseudouridine(2604) synthase
NGPMFCKN_04215	CDS	273				hypothetical protein
NGPMFCKN_04216	CDS	1350	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
NGPMFCKN_04217	CDS	1650	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
NGPMFCKN_04218	CDS	243				hypothetical protein
NGPMFCKN_04219	CDS	639	gfcB			putative lipoprotein GfcB
NGPMFCKN_04220	CDS	738				hypothetical protein
NGPMFCKN_04221	CDS	2097				hypothetical protein
NGPMFCKN_04222	CDS	411	psiE		COG3223	Protein PsiE
NGPMFCKN_04223	CDS	891	malG		COG3833	Maltose transport system permease protein MalG
NGPMFCKN_04224	CDS	1545	malF		COG1175	Maltose transport system permease protein MalF
NGPMFCKN_04225	CDS	1191	malE		COG2182	Maltose-binding periplasmic protein
NGPMFCKN_04226	CDS	1116	malK_2	3.6.3.19	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
NGPMFCKN_04227	CDS	1341	lamB		COG4580	Maltoporin
NGPMFCKN_04228	CDS	921				hypothetical protein
NGPMFCKN_04229	CDS	1581	sopA	2.3.2.26		E3 ubiquitin-protein ligase SopA
NGPMFCKN_04230	CDS	498	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
NGPMFCKN_04231	CDS	873	ubiA	2.5.1.-	COG0382	4-hydroxybenzoate octaprenyltransferase
NGPMFCKN_04232	CDS	2424	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
NGPMFCKN_04233	CDS	369	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
NGPMFCKN_04234	CDS	609	lexA_2	3.4.21.88	COG1974	LexA repressor
NGPMFCKN_04235	CDS	1326	dinF		COG0534	DNA damage-inducible protein F
NGPMFCKN_04236	CDS	210				hypothetical protein
NGPMFCKN_04237	CDS	516	zur		COG0735	Zinc uptake regulation protein
NGPMFCKN_04238	CDS	963				hypothetical protein
NGPMFCKN_04239	CDS	1038	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
NGPMFCKN_04240	CDS	243	pspG			Phage shock protein G
NGPMFCKN_04241	CDS	984	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
NGPMFCKN_04242	CDS	1416	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
NGPMFCKN_04243	CDS	1080	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
NGPMFCKN_04244	CDS	1194	tyrB	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
NGPMFCKN_04245	CDS	504				hypothetical protein
NGPMFCKN_04246	CDS	714	aphA	3.1.3.2	COG3700	Class B acid phosphatase
NGPMFCKN_04247	CDS	417				hypothetical protein
NGPMFCKN_04248	CDS	357	yjbR_2		COG2315	putative protein YjbR
NGPMFCKN_04249	CDS	2823	uvrA		COG0178	UvrABC system protein A
NGPMFCKN_04250	CDS	537	ssb_1		COG0629	Single-stranded DNA-binding protein
NGPMFCKN_04251	CDS	282				hypothetical protein
NGPMFCKN_04252	CDS	1584	pdeC	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
NGPMFCKN_04253	CDS	324	soxS			Regulatory protein SoxS
NGPMFCKN_04254	CDS	465	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
NGPMFCKN_04255	CDS	1350	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
NGPMFCKN_04256	CDS	1650	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
NGPMFCKN_04257	CDS	1293	pipB2_1		COG1357	Secreted effector protein PipB2
NGPMFCKN_04258	CDS	1650	actP		COG4147	Cation/acetate symporter ActP
NGPMFCKN_04259	CDS	315	yjcH		COG3162	Inner membrane protein YjcH
NGPMFCKN_04260	CDS	1959	acs_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
NGPMFCKN_04261	CDS	1437	nrfA	1.7.2.2	COG3303	Cytochrome c-552
NGPMFCKN_04262	CDS	567	nrfB			Cytochrome c-type protein NrfB
NGPMFCKN_04263	CDS	672	ydhX_2		COG0437	putative ferredoxin-like protein YdhX
NGPMFCKN_04264	CDS	957				hypothetical protein
NGPMFCKN_04265	CDS	1623	ccmF_2		COG1138	Cytochrome c-type biogenesis protein CcmF
NGPMFCKN_04266	CDS	384	ccmH_2		COG3088	Cytochrome c-type biogenesis protein CcmH
NGPMFCKN_04267	CDS	597	nrfG		COG4235	Formate-dependent nitrite reductase complex subunit NrfG
NGPMFCKN_04268	CDS	1314	gltP		COG1301	Proton/glutamate-aspartate symporter
NGPMFCKN_04269	CDS	690				hypothetical protein
NGPMFCKN_04270	CDS	1680	fdhF_1	1.17.1.9	COG0243	Formate dehydrogenase H
NGPMFCKN_04271	CDS	420	fdhF_2	1.17.1.9	COG0243	Formate dehydrogenase H
NGPMFCKN_04272	CDS	1467	cusC_2		COG1538	Cation efflux system protein CusC
NGPMFCKN_04273	CDS	2052	mdtO		COG1289	Multidrug resistance protein MdtO
NGPMFCKN_04274	CDS	1032	mdtN		COG1566	Multidrug resistance protein MdtN
NGPMFCKN_04275	CDS	276				hypothetical protein
NGPMFCKN_04276	CDS	1986	yjcS	3.1.6.-	COG2015	Putative alkyl/aryl-sulfatase YjcS
NGPMFCKN_04277	CDS	318	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
NGPMFCKN_04278	CDS	330				hypothetical protein
NGPMFCKN_04279	CDS	759	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
NGPMFCKN_04280	CDS	435	phnO	2.3.1.-		Aminoalkylphosphonate N-acetyltransferase
NGPMFCKN_04281	CDS	558	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
NGPMFCKN_04282	CDS	1137	phnM	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
NGPMFCKN_04283	CDS	681	phnL	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
NGPMFCKN_04284	CDS	759	phnK		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
NGPMFCKN_04285	CDS	846	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
NGPMFCKN_04286	CDS	1065	phnI	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
NGPMFCKN_04287	CDS	585	phnH	2.7.8.37	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
NGPMFCKN_04288	CDS	453	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
NGPMFCKN_04289	CDS	726	phnF		COG2188	putative transcriptional regulator PhnF
NGPMFCKN_04290	CDS	780	phnE		COG3639	Phosphate-import permease protein PhnE
NGPMFCKN_04291	CDS	1017	phnD		COG3221	Phosphate-import protein PhnD
NGPMFCKN_04292	CDS	789	phnC	3.6.3.27	COG3638	Phosphate-import ATP-binding protein PhnC
NGPMFCKN_04293	CDS	444				hypothetical protein
NGPMFCKN_04294	CDS	336				hypothetical protein
NGPMFCKN_04295	CDS	2229	crfC		COG0699	Clamp-binding protein CrfC
NGPMFCKN_04296	CDS	879				hypothetical protein
NGPMFCKN_04297	CDS	1503	proP_2			Proline/betaine transporter
NGPMFCKN_04298	CDS	90				hypothetical protein
NGPMFCKN_04299	CDS	1101	basS	2.7.13.3		Sensor protein BasS
NGPMFCKN_04300	CDS	669	basR			Transcriptional regulatory protein BasR
NGPMFCKN_04301	CDS	1644	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
NGPMFCKN_04302	CDS	1338	adiC		COG0531	Arginine/agmatine antiporter
NGPMFCKN_04303	CDS	762	gadX_3			HTH-type transcriptional regulator GadX
NGPMFCKN_04304	CDS	2271	adiA	4.1.1.19	COG1982	Biodegradative arginine decarboxylase
NGPMFCKN_04305	CDS	909	melR			Melibiose operon regulatory protein
NGPMFCKN_04306	CDS	1356	melA	3.2.1.22	COG1486	Alpha-galactosidase
NGPMFCKN_04307	CDS	1410	melB		COG2211	Melibiose carrier protein
NGPMFCKN_04308	CDS	630	yjdF		COG3647	Inner membrane protein YjdF
NGPMFCKN_04309	CDS	1647	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
NGPMFCKN_04310	CDS	1341	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
NGPMFCKN_04311	CDS	720	dcuR		COG4565	Transcriptional regulatory protein DcuR
NGPMFCKN_04312	CDS	1632	dcuS	2.7.13.3	COG3290	Sensor histidine kinase DcuS
NGPMFCKN_04313	CDS	231				hypothetical protein
NGPMFCKN_04314	CDS	273	yjdJ		COG2388	putative protein YjdJ
NGPMFCKN_04315	CDS	297	ghoS	3.1.-.-		Endoribonuclease antitoxin GhoS
NGPMFCKN_04316	CDS	174	ghoT_2			Toxin GhoT
NGPMFCKN_04317	CDS	1518	lysU	6.1.1.6	COG1190	Lysine--tRNA ligase, heat inducible
NGPMFCKN_04318	CDS	1458	dtpC		COG3104	Dipeptide and tripeptide permease C
NGPMFCKN_04319	CDS	2148	cadA	4.1.1.18	COG1982	Inducible lysine decarboxylase
NGPMFCKN_04320	CDS	1335	cadB		COG0531	putative cadaverine/lysine antiporter
NGPMFCKN_04321	CDS	1539	cadC		COG3710	Transcriptional activator CadC
NGPMFCKN_04322	tRNA	76				tRNA-Phe(gaa)
NGPMFCKN_04323	CDS	390				hypothetical protein
NGPMFCKN_04324	CDS	1698	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
NGPMFCKN_04325	CDS	339	cutA		COG1324	Divalent-cation tolerance protein CutA
NGPMFCKN_04326	CDS	1302	dcuA		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
NGPMFCKN_04327	CDS	1437	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
NGPMFCKN_04328	CDS	477				hypothetical protein
NGPMFCKN_04329	CDS	1257	yjeH		COG0531	L-methionine/branched-chain amino acid exporter YjeH
NGPMFCKN_04330	CDS	294	groS		COG0234	10 kDa chaperonin
NGPMFCKN_04331	CDS	1647	groL			60 kDa chaperonin
NGPMFCKN_04332	CDS	354				hypothetical protein
NGPMFCKN_04333	CDS	870				hypothetical protein
NGPMFCKN_04334	CDS	1029	epmB	5.4.3.-	COG1509	L-lysine 2,3-aminomutase
NGPMFCKN_04335	CDS	567	efp		COG0231	Elongation factor P
NGPMFCKN_04336	CDS	126				hypothetical protein
NGPMFCKN_04337	CDS	147				hypothetical protein
NGPMFCKN_04338	CDS	318	sugE		COG2076	Quaternary ammonium compound-resistance protein SugE
NGPMFCKN_04339	CDS	534	blc_2		COG3040	Outer membrane lipoprotein Blc
NGPMFCKN_04340	CDS	1134	ampC	3.5.2.6	COG1680	Beta-lactamase
NGPMFCKN_04341	CDS	360	frdD		COG3080	Fumarate reductase subunit D
NGPMFCKN_04342	CDS	396	frdC		COG3029	Fumarate reductase subunit C
NGPMFCKN_04343	CDS	735	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
NGPMFCKN_04344	CDS	1809	frdA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
NGPMFCKN_04345	CDS	978	epmA	6.3.1.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
NGPMFCKN_04346	CDS	1458	yjeM			Inner membrane transporter YjeM
NGPMFCKN_04347	CDS	3324	mscM		COG3264	Miniconductance mechanosensitive channel MscM
NGPMFCKN_04348	CDS	969	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
NGPMFCKN_04349	CDS	1053	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
NGPMFCKN_04350	CDS	546	orn	3.1.-.-	COG1949	Oligoribonuclease
NGPMFCKN_04351	tRNA	76				tRNA-Gly(gcc)
NGPMFCKN_04352	tRNA	76				tRNA-Gly(gcc)
NGPMFCKN_04353	tRNA	76				tRNA-Gly(gcc)
NGPMFCKN_04354	CDS	1140	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
NGPMFCKN_04355	CDS	1533	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
NGPMFCKN_04356	CDS	462	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
NGPMFCKN_04357	CDS	1338	amiB	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiB
NGPMFCKN_04358	CDS	1848	mutL		COG0323	DNA mismatch repair protein MutL
NGPMFCKN_04359	CDS	951	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
NGPMFCKN_04360	CDS	309	hfq		COG1923	RNA-binding protein Hfq
NGPMFCKN_04361	CDS	1281	hflX		COG2262	GTPase HflX
NGPMFCKN_04362	CDS	1260	hflK		COG0330	Modulator of FtsH protease HflK
NGPMFCKN_04363	CDS	1005	hflC_2		COG0330	Modulator of FtsH protease HflC
NGPMFCKN_04364	CDS	198				hypothetical protein
NGPMFCKN_04365	CDS	1299	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
NGPMFCKN_04366	CDS	426	nsrR		COG1959	HTH-type transcriptional repressor NsrR
NGPMFCKN_04367	CDS	2442	rnr	3.1.13.1	COG0557	Ribonuclease R
NGPMFCKN_04368	CDS	732	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
NGPMFCKN_04369	CDS	402				hypothetical protein
NGPMFCKN_04370	CDS	699				hypothetical protein
NGPMFCKN_04371	CDS	660				hypothetical protein
NGPMFCKN_04372	CDS	399				hypothetical protein
NGPMFCKN_04373	CDS	639				hypothetical protein
NGPMFCKN_04374	CDS	1164	yjfC	6.3.1.-	COG0754	Putative acid--amine ligase YjfC
NGPMFCKN_04375	CDS	1626	aidB	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
NGPMFCKN_04376	CDS	276				hypothetical protein
NGPMFCKN_04377	CDS	330	bsmA			Lipoprotein BsmA
NGPMFCKN_04378	CDS	750				hypothetical protein
NGPMFCKN_04379	CDS	756	ulaR		COG1349	HTH-type transcriptional regulator UlaR
NGPMFCKN_04380	CDS	1065	ulaG	3.1.1.-	COG2220	putative L-ascorbate-6-phosphate lactonase UlaG
NGPMFCKN_04381	CDS	1398	ulaA_2		COG3037	Ascorbate-specific PTS system EIIC component
NGPMFCKN_04382	CDS	306	ulaB_2	2.7.1.194	COG3414	Ascorbate-specific PTS system EIIB component
NGPMFCKN_04383	CDS	465	ulaC_1		COG1762	Ascorbate-specific PTS system EIIA component
NGPMFCKN_04384	CDS	651	ulaD	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase UlaD
NGPMFCKN_04385	CDS	855	ulaE_2	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
NGPMFCKN_04386	CDS	687	ulaF	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
NGPMFCKN_04387	CDS	276				hypothetical protein
NGPMFCKN_04388	CDS	396	rpsF		COG0360	30S ribosomal protein S6
NGPMFCKN_04389	CDS	315	priB		COG2965	Primosomal replication protein N
NGPMFCKN_04390	CDS	228	rpsR		COG0238	30S ribosomal protein S18
NGPMFCKN_04391	CDS	450	rplI		COG0359	50S ribosomal protein L9
NGPMFCKN_04392	CDS	795				hypothetical protein
NGPMFCKN_04393	CDS	615				hypothetical protein
NGPMFCKN_04394	CDS	1137				hypothetical protein
NGPMFCKN_04395	CDS	639	oapA		COG3061	Opacity-associated protein OapA
NGPMFCKN_04396	CDS	621	fklB	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
NGPMFCKN_04397	CDS	1404	cycA		COG1113	D-serine/D-alanine/glycine transporter
NGPMFCKN_04398	CDS	1164				hypothetical protein
NGPMFCKN_04399	CDS	1485				hypothetical protein
NGPMFCKN_04400	CDS	663	ytfE		COG2846	Iron-sulfur cluster repair protein YtfE
NGPMFCKN_04401	CDS	966	ytfF			Inner membrane protein YtfF
NGPMFCKN_04402	CDS	861	qorB	1.6.5.2	COG0702	Quinone oxidoreductase 2
NGPMFCKN_04403	CDS	381	hxlR		COG1733	HTH-type transcriptional activator HxlR
NGPMFCKN_04404	CDS	1944	cpdB	3.1.3.6	COG0737	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase
NGPMFCKN_04405	CDS	741	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
NGPMFCKN_04406	CDS	558	ytfJ_2		COG3054	putative protein YtfJ
NGPMFCKN_04407	CDS	207				hypothetical protein
NGPMFCKN_04408	CDS	1344				hypothetical protein
NGPMFCKN_04409	CDS	639	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
NGPMFCKN_04410	CDS	1734	tamA		COG0729	Translocation and assembly module subunit TamA
NGPMFCKN_04411	CDS	3780	tamB		COG2911	Translocation and assembly module subunit TamB
NGPMFCKN_04412	CDS	342	ytfP		COG2105	Gamma-glutamylcyclotransferase family protein YtfP
NGPMFCKN_04413	CDS	531	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
NGPMFCKN_04414	CDS	957	ytfQ			ABC transporter periplasmic-binding protein YtfQ
NGPMFCKN_04415	CDS	1503	fruK	3.6.3.17	COG1129	Fructose import ATP-binding protein FruK
NGPMFCKN_04416	CDS	1023	ytfT			Inner membrane ABC transporter permease protein YtfT
NGPMFCKN_04417	CDS	996	yjfF			Inner membrane ABC transporter permease protein YjfF
NGPMFCKN_04418	CDS	999	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
NGPMFCKN_04419	CDS	1374	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
NGPMFCKN_04420	CDS	552				hypothetical protein
NGPMFCKN_04421	CDS	1353	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
NGPMFCKN_04422	CDS	387	cybC		COG3783	Soluble cytochrome b562
NGPMFCKN_04423	CDS	465	nrdG	1.97.1.-	COG0602	Anaerobic ribonucleoside-triphosphate reductase-activating protein
NGPMFCKN_04424	CDS	2139	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
NGPMFCKN_04425	CDS	1656	treC	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
NGPMFCKN_04426	CDS	1422	treB		COG1263	PTS system trehalose-specific EIIBC component
NGPMFCKN_04427	CDS	948	treR		COG1609	HTH-type transcriptional regulator TreR
NGPMFCKN_04428	CDS	2697	mgtA	3.6.3.2	COG0474	Magnesium-transporting ATPase, P-type 1
NGPMFCKN_04429	CDS	387	ridA	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
NGPMFCKN_04430	CDS	462	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
NGPMFCKN_04431	CDS	936	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
NGPMFCKN_04432	CDS	396	yjgH		COG0251	RutC family protein YjgH
NGPMFCKN_04433	CDS	714	bdcA		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
NGPMFCKN_04434	CDS	594	bdcR			HTH-type transcriptional repressor BdcR
NGPMFCKN_04435	CDS	453	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
NGPMFCKN_04436	CDS	975	yjgL_1			putative protein YjgL
NGPMFCKN_04437	CDS	354	yjgL_2			putative protein YjgL
NGPMFCKN_04438	CDS	231	yjgL_3			putative protein YjgL
NGPMFCKN_04439	CDS	1005	argI	2.1.3.3	COG0078	Ornithine carbamoyltransferase subunit I
NGPMFCKN_04440	CDS	417	rraB		COG3076	Regulator of ribonuclease activity B
NGPMFCKN_04441	CDS	504				hypothetical protein
NGPMFCKN_04442	CDS	1197	yjgN		COG4269	Inner membrane protein YjgN
NGPMFCKN_04443	CDS	2856	valS	6.1.1.9	COG0525	Valine--tRNA ligase
NGPMFCKN_04444	CDS	444	holC	2.7.7.7	COG2927	DNA polymerase III subunit chi
NGPMFCKN_04445	CDS	1512	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
NGPMFCKN_04446	CDS	1101	lptF_2		COG0795	Lipopolysaccharide export system permease protein LptF
NGPMFCKN_04447	CDS	1083	lptG_2		COG0795	Lipopolysaccharide export system permease protein LptG
NGPMFCKN_04448	CDS	1503				hypothetical protein
NGPMFCKN_04449	CDS	999	gntR_2			HTH-type transcriptional regulator GntR
NGPMFCKN_04450	CDS	1320	idnT_1		COG2610	Gnt-II system L-idonate transporter
NGPMFCKN_04451	CDS	765	idnO	1.1.1.69		5-keto-D-gluconate 5-reductase
NGPMFCKN_04452	CDS	1032	idnD	1.1.1.264	COG1063	L-idonate 5-dehydrogenase (NAD(P)(+))
NGPMFCKN_04453	CDS	564	gntK_2	2.7.1.12	COG3265	Thermoresistant gluconokinase
