locus_tag	ftype	length_bp	gene	EC_number	COG	product
OLECGONO_03958	CDS	1104	wecA	2.7.8.33	COG0472	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
OLECGONO_03959	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho
OLECGONO_03960	CDS	330	trxA		COG0526	Thioredoxin 1
OLECGONO_03961	CDS	1266	rhlB	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlB
OLECGONO_03962	CDS	1485	gppA	3.6.1.40	COG0248	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
OLECGONO_03963	CDS	2022	rep	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
OLECGONO_03964	CDS	282	ppiC	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
OLECGONO_03965	CDS	1476	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
OLECGONO_03966	CDS	891	gltC_3			HTH-type transcriptional regulator GltC
OLECGONO_03967	CDS	1545	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
OLECGONO_03968	CDS	1851	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
OLECGONO_03969	CDS	930	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
OLECGONO_03970	CDS	264	ilvM	2.2.1.6	COG3978	Acetolactate synthase isozyme 2 small subunit
OLECGONO_03971	CDS	1647	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
OLECGONO_03972	CDS	1521	comM		COG0606	Competence protein ComM
OLECGONO_03973	CDS	339				hypothetical protein
OLECGONO_03974	CDS	840	gltC_4			HTH-type transcriptional regulator GltC
OLECGONO_03975	tRNA	76				tRNA-Trp(cca)
OLECGONO_03976	tRNA	77				tRNA-Asp(gtc)
OLECGONO_03977	rRNA	111				5S ribosomal RNA
OLECGONO_03978	rRNA	2901				23S ribosomal RNA
OLECGONO_03979	tRNA	76				tRNA-Glu(ttc)
OLECGONO_03980	rRNA	1538				16S ribosomal RNA
OLECGONO_03981	CDS	693	pdhR_3		COG2186	Pyruvate dehydrogenase complex repressor
OLECGONO_03982	CDS	1428	hsrA			putative transport protein HsrA
OLECGONO_03983	CDS	993	rbsR		COG1609	Ribose operon repressor
OLECGONO_03984	CDS	930	rbsK	2.7.1.15	COG0524	Ribokinase
OLECGONO_03985	CDS	891	rbsB		COG1879	Ribose import binding protein RbsB
OLECGONO_03986	CDS	966	rbsC_4		COG1172	Ribose import permease protein RbsC
OLECGONO_03987	CDS	1506	rbsA_2	3.6.3.17	COG1129	Ribose import ATP-binding protein RbsA
OLECGONO_03988	CDS	420	rbsD	5.4.99.62	COG1869	D-ribose pyranase
OLECGONO_03989	CDS	1869	kup			Low affinity potassium transport system protein kup
OLECGONO_03990	CDS	1497	ravA	3.6.3.-	COG0714	ATPase RavA
OLECGONO_03991	CDS	1452	viaA		COG2425	Protein ViaA
OLECGONO_03992	CDS	993	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
OLECGONO_03993	CDS	459	asnC		COG1522	Regulatory protein AsnC
OLECGONO_03994	CDS	444	mioC		COG0716	Protein MioC
OLECGONO_03995	CDS	1890	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
OLECGONO_03996	CDS	624	rsmG	2.1.1.170	COG0357	Ribosomal RNA small subunit methyltransferase G
OLECGONO_03997	CDS	381	atpI		COG3312	ATP synthase protein I
OLECGONO_03998	CDS	816	atpB		COG0356	ATP synthase subunit a
OLECGONO_03999	CDS	240	atpE		COG0636	ATP synthase subunit c
OLECGONO_04000	CDS	471	atpF		COG0711	ATP synthase subunit b
OLECGONO_04001	CDS	534	atpH		COG0712	ATP synthase subunit delta
OLECGONO_04002	CDS	1542	atpA	3.6.3.14	COG0056	ATP synthase subunit alpha
OLECGONO_04003	CDS	864	atpG		COG0224	ATP synthase gamma chain
OLECGONO_04004	CDS	1383	atpD	3.6.3.14	COG0055	ATP synthase subunit beta
OLECGONO_04005	CDS	420	atpC		COG0355	ATP synthase epsilon chain
OLECGONO_04006	CDS	1371	glmU_2		COG1207	Bifunctional protein GlmU
OLECGONO_04007	CDS	1830	glmS_2	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
OLECGONO_04008	CDS	573	fimA_3			Type-1 fimbrial protein, A chain
OLECGONO_04009	CDS	732	focC_2			Chaperone protein FocC
OLECGONO_04010	CDS	2523	elfC_1		COG3188	putative outer membrane usher protein ElfC
OLECGONO_04011	CDS	1071	lpfD			putative minor fimbrial subunit LpfD
OLECGONO_04012	CDS	1041	pstS		COG0226	Phosphate-binding protein PstS
OLECGONO_04013	CDS	960	pstC		COG0573	Phosphate transport system permease protein PstC
OLECGONO_04014	CDS	891	pstA		COG0581	Phosphate transport system permease protein PstA
OLECGONO_04015	CDS	774	pstB	3.6.3.27	COG1117	Phosphate import ATP-binding protein PstB
OLECGONO_04016	CDS	726	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU
OLECGONO_04017	CDS	2499				hypothetical protein
OLECGONO_04018	CDS	150				hypothetical protein
OLECGONO_04019	CDS	1188				hypothetical protein
OLECGONO_04020	CDS	2409				hypothetical protein
OLECGONO_04021	CDS	666	yieH	3.1.3.-	COG0637	6-phosphogluconate phosphatase
OLECGONO_04022	CDS	1338	adeP		COG2252	Adenine permease AdeP
OLECGONO_04023	CDS	567	chrR	1.6.5.2	COG0431	Quinone reductase
OLECGONO_04024	CDS	750				hypothetical protein
OLECGONO_04025	CDS	960	yidZ			HTH-type transcriptional regulator YidZ
OLECGONO_04026	CDS	1176	mdtL			Multidrug resistance protein MdtL
OLECGONO_04027	CDS	1248	tnaB		COG0814	Low affinity tryptophan permease
OLECGONO_04028	CDS	1416	tnaA	4.1.99.1	COG3033	Tryptophanase
OLECGONO_04029	CDS	1365	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
OLECGONO_04030	CDS	1647	yidC			Membrane protein insertase YidC
OLECGONO_04031	CDS	327	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
OLECGONO_04032	CDS	141	rpmH		COG0230	50S ribosomal protein L34
OLECGONO_04033	CDS	1404	dnaA		COG0593	Chromosomal replication initiator protein DnaA
OLECGONO_04034	CDS	1101	dnaN		COG0592	Beta sliding clamp
OLECGONO_04035	CDS	1074	recF_2		COG1195	DNA replication and repair protein RecF
OLECGONO_04036	CDS	2415	gyrB	5.99.1.3	COG0187	DNA gyrase subunit B
OLECGONO_04037	CDS	399				hypothetical protein
OLECGONO_04038	CDS	813	yidA	3.1.3.23	COG0561	Sugar phosphatase YidA
OLECGONO_04039	CDS	657				hypothetical protein
OLECGONO_04040	CDS	690	lutR		COG2186	HTH-type transcriptional regulator LutR
OLECGONO_04041	CDS	879	dgoK1	2.7.1.58	COG3734	putative 2-dehydro-3-deoxygalactonokinase DgoK1
OLECGONO_04042	CDS	618	dgoA	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
OLECGONO_04043	CDS	1149	dgoD	4.2.1.6	COG4948	D-galactonate dehydratase
OLECGONO_04044	CDS	1293	dgoT			D-galactonate transporter
OLECGONO_04045	CDS	1101	cbrA		COG0644	Protein CbrA
OLECGONO_04046	CDS	1215				hypothetical protein
OLECGONO_04047	CDS	261				hypothetical protein
OLECGONO_04048	CDS	414	ibpA		COG0071	Small heat shock protein IbpA
OLECGONO_04049	CDS	429	ibpB		COG0071	Small heat shock protein IbpB
OLECGONO_04050	CDS	1662	aspT_2			Aspartate/alanine antiporter
OLECGONO_04051	CDS	717	mngR_1		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
OLECGONO_04052	CDS	1617	malP_1		COG1263	PTS system maltose-specific EIICB component
OLECGONO_04053	CDS	1323	aglB	3.2.1.122	COG1486	6-phospho-alpha-glucosidase
OLECGONO_04054	CDS	894	cdhR		COG4977	HTH-type transcriptional regulator CdhR
OLECGONO_04055	CDS	1716	yidK		COG4146	putative symporter YidK
OLECGONO_04056	CDS	1494	betC_2	3.1.6.6	COG3119	Choline-sulfatase
OLECGONO_04057	CDS	450	yidI			Inner membrane protein YidI
OLECGONO_04058	CDS	348	yidH		COG2149	Inner membrane protein YidH
OLECGONO_04059	CDS	363	yidG			Inner membrane protein YidG
OLECGONO_04060	CDS	498	chuR_3	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
OLECGONO_04061	CDS	1185	emrD			Multidrug resistance protein D
OLECGONO_04062	CDS	90	tisB			Small toxic protein TisB
OLECGONO_04063	CDS	1689	ilvB	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
OLECGONO_04064	CDS	291	ilvN	2.2.1.6	COG0440	Acetolactate synthase isozyme 1 small subunit
OLECGONO_04065	CDS	1296				hypothetical protein
OLECGONO_04066	CDS	1470				hypothetical protein
OLECGONO_04067	CDS	591	uhpA		COG2197	Transcriptional regulatory protein UhpA
OLECGONO_04068	CDS	1503	uhpB	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase UhpB
OLECGONO_04069	CDS	1320	uhpC		COG2271	Membrane sensor protein UhpC
OLECGONO_04070	CDS	1392	uhpT		COG2271	Hexose-6-phosphate:phosphate antiporter
OLECGONO_04071	CDS	459				hypothetical protein
OLECGONO_04072	CDS	1767	ade	3.5.4.2	COG1001	Adenine deaminase
OLECGONO_04073	CDS	1335	adeQ		COG2252	Adenine permease AdeQ
OLECGONO_04074	CDS	453				hypothetical protein
OLECGONO_04075	CDS	324	higA-2		COG2944	Antitoxin HigA-2
OLECGONO_04076	CDS	360				hypothetical protein
OLECGONO_04077	CDS	1317	nepI_2		COG2814	Purine ribonucleoside efflux pump NepI
OLECGONO_04078	CDS	8511				Invasin
OLECGONO_04079	CDS	1698	hilA_2		COG0457	Transcriptional regulator HilA
OLECGONO_04080	CDS	1350	sipD			Cell invasion protein SipD
OLECGONO_04081	CDS	1152				hypothetical protein
OLECGONO_04082	CDS	1782	ipaB			Invasin IpaB
OLECGONO_04083	CDS	498	sicA_2		COG0457	Chaperone protein SicA
OLECGONO_04084	CDS	294				hypothetical protein
OLECGONO_04085	CDS	819	nlpA		COG1464	Lipoprotein 28
OLECGONO_04086	CDS	924	yicL		COG0697	putative inner membrane transporter YicL
OLECGONO_04087	CDS	1185	setC			Sugar efflux transporter C
OLECGONO_04088	tRNA	95				tRNA-SeC(tca)
OLECGONO_04089	CDS	1383	yicJ_1		COG2211	Inner membrane symporter YicJ
OLECGONO_04090	CDS	1155	yicI_1	3.2.1.177	COG1501	Alpha-xylosidase
OLECGONO_04091	CDS	1329				hypothetical protein
OLECGONO_04092	CDS	1098	yicI_2	3.2.1.177	COG1501	Alpha-xylosidase
OLECGONO_04093	CDS	1710				hypothetical protein
OLECGONO_04094	CDS	1392	xanP		COG2233	Xanthine permease XanP
OLECGONO_04095	CDS	1206	gltS		COG0786	Sodium/glutamate symporter
OLECGONO_04096	CDS	2082	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
OLECGONO_04097	CDS	657	trmH	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
OLECGONO_04098	CDS	2109	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
OLECGONO_04099	CDS	276	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
OLECGONO_04100	CDS	624	gmk	2.7.4.8	COG0194	Guanylate kinase
OLECGONO_04101	CDS	1683	ligB	6.5.1.2	COG0272	DNA ligase B
OLECGONO_04102	CDS	618				hypothetical protein
OLECGONO_04103	CDS	825				hypothetical protein
OLECGONO_04104	CDS	864				hypothetical protein
OLECGONO_04105	CDS	717	rph	2.7.7.56		Ribonuclease PH
OLECGONO_04106	CDS	642	pyrE_1	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
OLECGONO_04107	CDS	597	slmA			Nucleoid occlusion factor SlmA
OLECGONO_04108	CDS	459	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
OLECGONO_04109	CDS	1221	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
OLECGONO_04110	CDS	669				hypothetical protein
OLECGONO_04111	CDS	237	rpmB		COG0227	50S ribosomal protein L28
OLECGONO_04112	CDS	168	rpmG		COG0267	50S ribosomal protein L33
OLECGONO_04113	CDS	810	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
OLECGONO_04114	CDS	480	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
OLECGONO_04115	CDS	1278	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
OLECGONO_04116	CDS	1059	rfaQ	2.-.-.-	COG0859	Lipopolysaccharide core heptosyltransferase RfaQ
OLECGONO_04117	CDS	1125	rfaG	2.4.-.-		Lipopolysaccharide core biosynthesis protein RfaG
OLECGONO_04118	CDS	798	rfaP	2.7.1.-		Lipopolysaccharide core heptose(I) kinase RfaP
OLECGONO_04119	CDS	1008	gspA_1		COG1442	General stress protein A
OLECGONO_04120	CDS	708	rfaY	2.7.1.-		Lipopolysaccharide core heptose(II) kinase RfaY
OLECGONO_04121	CDS	1014	gspA_2		COG1442	General stress protein A
OLECGONO_04122	CDS	1143	cotSA	2.4.-.-	COG0438	Spore coat protein SA
OLECGONO_04123	CDS	1209				hypothetical protein
OLECGONO_04124	CDS	993	rfaC	2.-.-.-	COG0859	Lipopolysaccharide heptosyltransferase 1
OLECGONO_04125	CDS	1047	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
OLECGONO_04126	CDS	933	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
OLECGONO_04127	CDS	873	htrL			Protein HtrL
OLECGONO_04128	CDS	1197	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
OLECGONO_04129	CDS	1026	tdh	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
OLECGONO_04130	CDS	1035	epsJ	2.4.-.-	COG0463	putative glycosyltransferase EpsJ
OLECGONO_04131	CDS	960			COG2861	putative protein
OLECGONO_04132	CDS	1260	envC		COG4942	Murein hydrolase activator EnvC
OLECGONO_04133	CDS	1545	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
OLECGONO_04134	CDS	432	yibN		COG0607	putative protein YibN
OLECGONO_04135	CDS	252	grxC		COG0695	Glutaredoxin 3
OLECGONO_04136	CDS	468	secB		COG1952	Protein-export protein SecB
OLECGONO_04137	CDS	1020	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
OLECGONO_04138	CDS	822	cysE_2	2.3.1.30	COG1045	Serine acetyltransferase
OLECGONO_04139	CDS	522				hypothetical protein
OLECGONO_04140	CDS	603				hypothetical protein
OLECGONO_04141	CDS	474	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
OLECGONO_04142	CDS	1191	lldD	1.1.-.-	COG1304	L-lactate dehydrogenase
OLECGONO_04143	CDS	777	lldR_1		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
OLECGONO_04144	CDS	1656	lldP		COG1620	L-lactate permease
OLECGONO_04145	CDS	3984	upaG			Autotransporter adhesin UpaG
OLECGONO_04146	CDS	684	sadB			Inner membrane lipoprotein SadB
OLECGONO_04147	CDS	363	yibL			putative protein YibL
OLECGONO_04148	CDS	210				hypothetical protein
OLECGONO_04149	CDS	588	mtlR		COG3722	Mannitol operon repressor
OLECGONO_04150	CDS	1149	mtlD	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
OLECGONO_04151	CDS	1914	mtlA_1		COG2213	PTS system mannitol-specific EIICBA component
OLECGONO_04152	CDS	363	yiaW			Inner membrane protein YiaW
OLECGONO_04153	CDS	1137	yibH		COG1566	Inner membrane protein YibH
OLECGONO_04154	CDS	609	yibF		COG0625	putative GST-like protein YibF
OLECGONO_04155	CDS	1392	selA	2.9.1.1	COG1921	L-seryl-tRNA(Sec) selenium transferase
OLECGONO_04156	CDS	1845	selB		COG3276	Selenocysteine-specific elongation factor
OLECGONO_04157	CDS	1152	adhB	1.1.1.1		Alcohol dehydrogenase 2
OLECGONO_04158	CDS	1539	aldB	1.2.1.-	COG1012	Aldehyde dehydrogenase B
OLECGONO_04159	CDS	186				hypothetical protein
OLECGONO_04160	CDS	411				hypothetical protein
OLECGONO_04161	CDS	1965	hypBA1	3.2.1.185		Non-reducing end beta-L-arabinofuranosidase
OLECGONO_04162	CDS	1401	yicJ_2		COG2211	Inner membrane symporter YicJ
OLECGONO_04163	CDS	816	rhaR_3			HTH-type transcriptional activator RhaR
OLECGONO_04164	CDS	696	sgbE	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase SgbE
OLECGONO_04165	CDS	861	ulaE_2	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
OLECGONO_04166	CDS	663	sgbH	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase SgbH
OLECGONO_04167	CDS	1497	lyx	2.7.1.-	COG1070	L-xylulose/3-keto-L-gulonate kinase
OLECGONO_04168	CDS	987	yiaO		COG1638	2,3-diketo-L-gulonate-binding periplasmic protein YiaO
OLECGONO_04169	CDS	1278	siaM		COG1593	Sialic acid TRAP transporter large permease protein SiaM
OLECGONO_04170	CDS	474	yiaM		COG3090	2,3-diketo-L-gulonate TRAP transporter small permease protein YiaM
OLECGONO_04171	CDS	468	yhcH_1		COG2731	putative protein YhcH
OLECGONO_04172	CDS	999	dlgD	1.1.1.130	COG2055	2,3-diketo-L-gulonate reductase
OLECGONO_04173	CDS	849	yiaJ_2		COG1414	DNA-binding transcriptional repressor YiaJ
OLECGONO_04174	CDS	474	hyfA_4	1.-.-.-	COG1142	Hydrogenase-4 component A
OLECGONO_04175	CDS	1254	avtA	2.6.1.66	COG3977	Valine--pyruvate aminotransferase
OLECGONO_04176	CDS	2031	malS	3.2.1.1	COG0366	Periplasmic alpha-amylase
OLECGONO_04177	CDS	825				hypothetical protein
OLECGONO_04178	CDS	1179	xylR			Xylose operon regulatory protein
OLECGONO_04179	CDS	1182	xylH		COG4214	Xylose transport system permease protein XylH
OLECGONO_04180	CDS	1542	xylG	3.6.3.17	COG1129	Xylose import ATP-binding protein XylG
OLECGONO_04181	CDS	993	xylF		COG4213	D-xylose-binding periplasmic protein
OLECGONO_04182	CDS	1323	xylA	5.3.1.5		Xylose isomerase
OLECGONO_04183	CDS	1455	xylB_1	2.7.1.17	COG1070	Xylulose kinase
OLECGONO_04184	CDS	342	yiaB		COG4682	Inner membrane protein YiaB
OLECGONO_04185	CDS	438	yiaA		COG4682	Inner membrane protein YiaA
OLECGONO_04186	CDS	996	wecH	2.3.1.-	COG3274	O-acetyltransferase WecH
OLECGONO_04187	CDS	309				hypothetical protein
OLECGONO_04188	CDS	912	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
OLECGONO_04189	CDS	2070	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
OLECGONO_04190	CDS	213	hokA_4			Protein HokA
OLECGONO_04191	CDS	213	cspA		COG1278	Cold shock protein CspA
OLECGONO_04192	CDS	291				hypothetical protein
OLECGONO_04193	CDS	711				hypothetical protein
OLECGONO_04194	CDS	975	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
OLECGONO_04195	CDS	660	yiaD		COG2885	putative lipoprotein YiaD
OLECGONO_04196	CDS	2334	bisC	1.-.-.-	COG0243	Biotin sulfoxide reductase
OLECGONO_04197	CDS	441	yjaB_2	2.3.1.-	COG0454	putative N-acetyltransferase YjaB
OLECGONO_04198	CDS	564	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
OLECGONO_04199	CDS	699	lip-1	3.1.1.3		Lipase 1
OLECGONO_04200	CDS	1209	yhjX			putative MFS-type transporter YhjX
OLECGONO_04201	CDS	1692	eptB	2.7.8.42	COG2194	Kdo(2)-lipid A phosphoethanolamine 7''-transferase
OLECGONO_04202	tRNA	77				tRNA-Pro(cgg)
OLECGONO_04203	CDS	522				hypothetical protein
OLECGONO_04204	CDS	603				hypothetical protein
OLECGONO_04205	CDS	1608	dppA		COG0747	Periplasmic dipeptide transport protein
OLECGONO_04206	CDS	1020	dppB		COG0601	Dipeptide transport system permease protein DppB
OLECGONO_04207	CDS	903	dppC		COG1173	Dipeptide transport system permease protein DppC
OLECGONO_04208	CDS	984	dppD		COG0444	Dipeptide transport ATP-binding protein DppD
OLECGONO_04209	CDS	1005	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
OLECGONO_04210	CDS	1272	yhjV		COG0814	Inner membrane transport protein YhjV
OLECGONO_04211	CDS	108	ldrD_1			Small toxic polypeptide LdrD
OLECGONO_04212	CDS	108	ldrD_2			Small toxic polypeptide LdrD
OLECGONO_04213	CDS	1680				hypothetical protein
OLECGONO_04214	CDS	192				hypothetical protein
OLECGONO_04215	CDS	1560	bcsE			Cyclic di-GMP binding protein BcsE
OLECGONO_04216	CDS	189	yhjR			Protein YhjR
OLECGONO_04217	CDS	753	bcsQ			Cellulose biosynthesis protein BcsQ
OLECGONO_04218	CDS	270	bcsA_1	2.4.1.12	COG1215	Cellulose synthase catalytic subunit [UDP-forming]
OLECGONO_04219	CDS	2262	bcsA_2	2.4.1.12	COG1215	Cellulose synthase catalytic subunit [UDP-forming]
OLECGONO_04220	CDS	2304	bcsB			Cyclic di-GMP-binding protein
OLECGONO_04221	CDS	1107	bcsZ	3.2.1.4	COG3405	Endoglucanase
OLECGONO_04222	CDS	1197	bcsC_1		COG0457	Cellulose synthase operon protein C
OLECGONO_04223	CDS	2235	bcsC_2		COG0457	Cellulose synthase operon protein C
OLECGONO_04224	CDS	1950	pdeK	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeK
OLECGONO_04225	CDS	1287	dctA_2		COG1301	Aerobic C4-dicarboxylate transport protein
OLECGONO_04226	CDS	1497	yhjJ_2		COG0612	Protein YhjJ
OLECGONO_04227	CDS	426				hypothetical protein
OLECGONO_04228	CDS	255				hypothetical protein
OLECGONO_04229	CDS	480				hypothetical protein
OLECGONO_04230	CDS	303				hypothetical protein
OLECGONO_04231	CDS	408				hypothetical protein
OLECGONO_04232	CDS	981				hypothetical protein
OLECGONO_04233	CDS	930	kdgK_2	2.7.1.45		2-dehydro-3-deoxygluconokinase
OLECGONO_04234	CDS	768	pdeH	3.1.4.52		Cyclic di-GMP phosphodiesterase PdeH
OLECGONO_04235	CDS	2061				hypothetical protein
OLECGONO_04236	CDS	1323	yhjE_2			Inner membrane metabolite transport protein YhjE
OLECGONO_04237	CDS	1014	yhjD		COG1295	Inner membrane protein YhjD
OLECGONO_04238	CDS	972	dmlR_3			HTH-type transcriptional regulator DmlR
OLECGONO_04239	CDS	603	yhjB			Putative HTH-type transcriptional regulator YhjB
OLECGONO_04240	CDS	1650	treF	3.2.1.28	COG1626	Cytoplasmic trehalase
OLECGONO_04241	CDS	1398	ccp	1.11.1.5	COG1858	Cytochrome c551 peroxidase
OLECGONO_04242	CDS	1401	gadA	4.1.1.15	COG0076	Glutamate decarboxylase alpha
OLECGONO_04243	CDS	825	gadX_3			HTH-type transcriptional regulator GadX
OLECGONO_04244	CDS	729	gadW_2			HTH-type transcriptional regulator GadW
OLECGONO_04245	CDS	282				hypothetical protein
OLECGONO_04246	CDS	3114	mdtF		COG0841	Multidrug resistance protein MdtF
OLECGONO_04247	CDS	1158	mdtE			Multidrug resistance protein MdtE
OLECGONO_04248	CDS	279				hypothetical protein
OLECGONO_04249	CDS	528	gadE			Transcriptional regulator GadE
OLECGONO_04250	CDS	573	hdeD		COG3247	Protein HdeD
OLECGONO_04251	CDS	333	hdeA			Acid stress chaperone HdeA
OLECGONO_04252	CDS	339	hdeB			Acid stress chaperone HdeB
OLECGONO_04253	CDS	576	sapB_2		COG1285	Protein SapB
OLECGONO_04254	CDS	771	hmuV	3.6.3.-		Hemin import ATP-binding protein HmuV
OLECGONO_04255	CDS	957	hmuU		COG0609	Hemin transport system permease protein HmuU
OLECGONO_04256	CDS	624				hypothetical protein
OLECGONO_04257	CDS	495				hypothetical protein
OLECGONO_04258	CDS	1338				Oxygen-independent coproporphyrinogen-III oxidase-like protein
OLECGONO_04259	CDS	915	hmuT		COG4558	Hemin-binding periplasmic protein HmuT
OLECGONO_04260	CDS	1983	hemR_1		COG1629	Hemin receptor
OLECGONO_04261	CDS	1029	hemS		COG3720	Hemin transport protein HemS
OLECGONO_04262	CDS	531	dctR		COG2771	HTH-type transcriptional regulator DctR
OLECGONO_04263	CDS	567	slp_2		COG3065	Outer membrane protein slp
OLECGONO_04264	CDS	1224				hypothetical protein
OLECGONO_04265	CDS	1002				hypothetical protein
OLECGONO_04266	CDS	297	ygaV_2		COG0640	putative HTH-type transcriptional regulator YgaV
OLECGONO_04267	CDS	426	arsC	1.20.4.1		Arsenate reductase
OLECGONO_04268	CDS	1290	arsB		COG1055	Arsenical pump membrane protein
OLECGONO_04269	CDS	1752	arsA	3.6.3.16		Arsenical pump-driving ATPase
OLECGONO_04270	CDS	363	arsD			Arsenical resistance operon trans-acting repressor ArsD
OLECGONO_04271	CDS	354	arsR2		COG0640	Arsenic resistance transcriptional regulator ArsR2
OLECGONO_04272	CDS	174				hypothetical protein
OLECGONO_04273	CDS	1353	gor	1.8.1.7	COG1249	Glutathione reductase
OLECGONO_04274	CDS	843	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
OLECGONO_04275	CDS	2043	prlC	3.4.24.70	COG0339	Oligopeptidase A
OLECGONO_04276	CDS	753	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
OLECGONO_04277	CDS	1470	dtpB		COG3104	Dipeptide and tripeptide permease B
OLECGONO_04278	CDS	435	uspA		COG0589	Universal stress protein A
OLECGONO_04279	CDS	336	uspB			Universal stress protein B
OLECGONO_04280	CDS	1500	pitA_1		COG0306	Low-affinity inorganic phosphate transporter 1
OLECGONO_04281	CDS	1203			COG2081	putative protein
OLECGONO_04282	CDS	1053	yhiM			Inner membrane protein YhiM
OLECGONO_04283	CDS	1590				hypothetical protein
OLECGONO_04284	CDS	1623				hypothetical protein
OLECGONO_04285	CDS	1068				hypothetical protein
OLECGONO_04286	CDS	2736	rbbA		COG0842	Ribosome-associated ATPase
OLECGONO_04287	CDS	1125	yhhJ		COG0842	Inner membrane transport permease YhhJ
OLECGONO_04288	CDS	852	kbaY_1	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit KbaY
OLECGONO_04289	CDS	270	ptsH_2		COG1925	Phosphocarrier protein HPr
OLECGONO_04290	CDS	1509	xylB_2	2.7.1.17	COG1070	Xylulose kinase
OLECGONO_04291	CDS	1359	gatC_3		COG3775	PTS system galactitol-specific EIIC component
OLECGONO_04292	CDS	282	gatB_3	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
OLECGONO_04293	CDS	474	manR		COG1762	Transcriptional regulator ManR
OLECGONO_04294	CDS	747	mngR_2		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
OLECGONO_04295	CDS	402	nikR		COG0864	Nickel-responsive regulator
OLECGONO_04296	CDS	807	nikE	3.6.3.24		Nickel import ATP-binding protein NikE
OLECGONO_04297	CDS	765	nikD	3.6.3.24		Nickel import ATP-binding protein NikD
OLECGONO_04298	CDS	834	nikC		COG1173	Nickel transport system permease protein NikC
OLECGONO_04299	CDS	945	nikB		COG0601	Nickel transport system permease protein NikB
OLECGONO_04300	CDS	1575	nikA		COG0747	Nickel-binding periplasmic protein
